PickupDropPointName,Latitude,Longitude,LocalityName,StatusCode
Bus - Amanora Park Town Gate,18.518764,73.932696,Magarpatta City-Main Gate (L),Active
Magarpatta City-Main Gate (L),18.514702,73.932248,Magarpatta City-Main Gate (L),Active
Magarpatta City main Gate (L),18.514702,73.932248,Magarpatta City-Main Gate (L),Active
Malwadi - Ganpati Matha (L),18.4757,73.7957,Malwadi - Ganpati Matha (L),Active
Malwadi-Last Bus Stop (L),18.4804,73.8012,Malwadi-Last Bus Stop (L),Active
Market Yard-Suraj Hospital(L),18.481,73.8726,Market Yard-Suraj Hospital(L),Active
Bus - Laxmi Chowk HJW,18.599674,73.734882,Marunji - Laxmi Chowk (S),Active
Bus - Hotel Mezza9 HJW,18.593982,73.735101,Marunji - Laxmi Chowk (S),Active
Marunji - Laxmi Chowk (S),18.5998,73.7346,Marunji - Laxmi Chowk (S),Active
Bus - Jambhe,18.638294,73.719642,Marunji-Life Republic (S),Active
Bus - Life Republic,18.616054,73.709281,Marunji-Life Republic (S),Active
Bus - Life Republic Main Gate,18.61614,73.709339,Marunji-Life Republic (S),Active
Bus - Marunji Gaon,18.612616,73.715106,Marunji-Life Republic (S),Active
Marunji - Life Republic-Kolte Patil (S),18.6185,73.7112,Marunji-Life Republic (S),Active
Marunji-Life Republic (S),18.6185,73.7112,Marunji-Life Republic (S),Active
Bus - Xerbia Township,18.606610,73.687201,Marunji-Life Republic (S),Active
Bus - Xrbia,18.604415,73.688985,Marunji-Life Republic (S),Active
Bus - Mundhwa Passport Office,18.531087,73.913692,Mundhva - Passport Office(L),Active
Mundhva - Passport Office(L),18.530858,73.913408,Mundhva - Passport Office(L),Active
Bus - Sainath Nagar Chowk,18.539879,73.934523,Mundhva - Passport Office(L),Active
Mundhva- Passport Office(L),18.531068,73.914532,Mundhva - Passport Office(L),Active
Bus - Sai Balaji Complex Mundhwa,18.527642,73.949678,Mundhwa-Hadapsar Flyover (L),Active
Mundhwa-Hadapsar Flyover (L),18.502532,73.92747,Mundhwa-Hadapsar Flyover (L),Active
Mundhwa-Post Office (L),18.53432,73.92866,Mundhwa-Post Office (L),Active
Bus - Pride Icon,18.543561,73.935285,Mundhwa-Post Office (L),Active
Bus - Pingale Vasti,18.530535,73.910516,Mundhwa-RajashreeshauSchool(L),Active
Bus - Z Corner Keshav Nagar,18.526281,73.954966,Mundhwa-RajashreeshauSchool(L),Active
Bus - Maharastra Gramin Bank Manjari Road,18.529672,73.944564,Mundhwa-RajashreeshauSchool(L),Active
Bus - Keshav Nagar chowk,18.532081,73.937014,Mundhwa-RajashreeshauSchool(L),Active
Mundhwa-RajashreeshauSchool(L),18.5348,73.9291,Mundhwa-RajashreeshauSchool(L),Active
Nalstop-Telephone Exchange (L),18.508,73.8303,Nalstop-Telephone Exchange (L),Active
Bus - Nal Stop,18.5086275,73.831268,Nalstop-Telephone Exchange (L),Active
Bus - Mehendale Garage,18.5047004,73.8314611,Nalstop-Telephone Exchange (L),Active
Nana peth-Modern Bakery(L),18.5155,73.8689,Nana peth-Modern Bakery(L),Active
Sinhgad Road - Nanded City Main Gate (L),18.457,73.801,NandedCity-Main gate (L),Active
Bus - Nanded City Entrance,18.456931,73.800964,NandedCity-Main gate (L),Active
NandedCity-Main gate (L),18.457118,73.801503,NandedCity-Main gate (L),Active
Bus - Nanded City Sarang Society Main Gate,18.455288,73.787247,NandedCity-Pawar School(L),Active
Bus - Nanded City,18.459404,73.786694,NandedCity-Pawar School(L),Active
NandedCity-Pawar School(L),18.459767,73.787955,NandedCity-Pawar School(L),Active
Narayan Peth-NMV Highschool(L),18.5149,73.8538,Narayan Peth-NMV Highschool(L),Active
Narhe -Zeal college(L),18.446531,73.826569,Narhe - Zeal College(L),Active
Narhe - Zeal College(L),18.446548,73.826423,Narhe - Zeal College(L),Active
Bus - Zeal College Narhe,18.446482,73.826391,Narhe - Zeal College(L),Active
Bus - Bhumkar Nagar,18.448906,73.833382,Narhe - Zeal College(L),Active
Bus - Bhumkar Nagar Chowk Left,18.448996,73.833633,Narhe - Zeal College(L),Active
Bus - Navale Bridge,18.459424,73.823911,Narhe-Navale Hospital (L),Active
Narhe-Navale Hospital (L),18.452743,73.824029,Narhe-Navale Hospital (L),Active
Bus - Nashik Phata Bridge,18.606647,73.822199,Nashik Phata-Signal (M),Active
Nashik Phata-Signal (M),18.6073,73.8222,Nashik Phata-Signal (M),Active
Bus - Lokmanya Nagar,18.5051887,73.8448293,Navi Peth-Alka talkies corn(L),Active
Bus - Alka Talkies,18.5122596,73.8437135,Navi Peth-Alka talkies corn(L),Active
Bus - Nilayam Talkies,18.503042,73.8507838,Navi Peth-Alka talkies corn(L),Active
Bus - S P College,18.5077526,73.8505263,Navi Peth-Alka talkies corn(L),Active
Navi Peth-Alka talkies corn(L),18.5123,73.8433,Navi Peth-Alka talkies corn(L),Active
Navi Peth - LB Shastri Road-Kaka Halawai (L),18.5065,73.8444,Navi Peth-Kaka Halawai (L),Active
Navi Peth-Kaka Halawai (L),18.5065,73.8444,Navi Peth-Kaka Halawai (L),Active
Nda Gate - Kondhve Dhavade (L),18.455954,73.768506,Nda Gate - Kondhve Dhavade (L),Active
Bus - Kondhwa Gate,18.454403,73.766961,Nda Gate - Kondhve Dhavade (L),Active
NDA Gate- Kondhve Dhavade (L),18.454409,73.766833,Nda Gate - Kondhve Dhavade (L),Active
New Sanghvi  - Kate puram chowk (S),18.586,73.8162,New Sanghvi-KatePuram Chowk(S),Active
Bus - St Thomas Church,18.582942,73.824563,New Sanghvi-KatePuram Chowk(S),Active
Bus - Narmada Karyalaya,18.580532,73.820486,New Sanghvi-KatePuram Chowk(S),Active
Bus - Katepuram,18.5860156,73.8162745,New Sanghvi-KatePuram Chowk(S),Active
New Sanghvi-KatePuram Chowk(S),18.586,73.8162,New Sanghvi-KatePuram Chowk(S),Active
New Sanghvi-Krishna Bazaar (S),18.5817,73.8155,New Sanghvi-Krishna Bazaar (S),Active
New Sanghvi  - Krishna Bazaar (S),18.5817,73.8155,New Sanghvi-Krishna Bazaar (S),Active
New Sanghvi-Sai Chowk (S),18.5789,73.816,New Sanghvi-Sai Chowk (S),Active
Bus - Sangavi Water Tank,18.5754493,73.8153411,New Sanghvi-Sai Chowk (S),Active
Bus - Sai Chowk (Sangavi),18.5789274,73.8160706,New Sanghvi-Sai Chowk (S),Active
Bus - Krishna Chowk,18.5818868,73.8155342,New Sanghvi-Sai Chowk (S),Active
New Sanghvi  - Sai Chowk Sanghvi (S),18.5789,73.816,New Sanghvi-Sai Chowk (S),Active
Nibm-Nibm Road-Main Gate (L),18.477089,73.89666,Nibm-Nibm Road-Main Gate (L),Active
NIBM - Nibm Road-Main gate (L),18.477035,73.896731,Nibm-Nibm Road-Main Gate (L),Active
Nigdi-Bhakti Shakti Chowk (M),18.6645,73.7727,Nigdi-Bhakti Shakti Chowk (M),Active
Bus - Appu Ghar,18.661629,73.765197,Nigdi-Bhakti Shakti Chowk (M),Active
Bus - Ranna Hospital chowk,18.667163,73.780374,Nigdi-Bhakti Shakti Chowk (M),Active
"Bus - Bhakti Shakti, Nigdi",18.6640978,73.7729193,Nigdi-Bhakti Shakti Chowk (M),Active
Bus - Sambhaji Chowk,18.649145,73.770752,Nigdi-Bhakti Shakti Chowk (M),Active
"Bus - Bhel Chowk, Nigdi",18.6557524,73.7714065,Nigdi-Kohinoor Arcade (M),Active
Nigdi-Kohinoor Arcade (M),18.658914,73.777251,Nigdi-Kohinoor Arcade (M),Active
Old Sanghvi-Dhore NGR stop(M),18.575567,73.816732,Old Sanghvi-Dhore NGR stop(M),Active
Old Sanghvi-Shitoley Chowk (M),18.5715,73.8178,Old Sanghvi-Shitoley Chowk (M),Active
Bus - Shitole Nagar,18.576209,73.819885,Old Sanghvi-Shitoley Chowk (M),Active
Bus - Old Sangavi,18.575213,73.825927,Old Sanghvi-ST colony stop (S),Active
Old Sanghvi-ST colony stop (S),18.5752,73.8257,Old Sanghvi-ST colony stop (S),Active
Park street-Society gate (S),18.598635,73.781106,Park street-Society gate (S),Active
Parvati - Mukundnagar corner-Laxminarayan Theater (L),18.4961,73.858,Parvati-LaxminarayanTheater(L),Active
Bus - City Pride (Satara Road),18.4871109,73.8576288,Parvati-LaxminarayanTheater(L),Active
Parvati-LaxminarayanTheater(L),18.4961,73.858,Parvati-LaxminarayanTheater(L),Active
Pashan-Mont-Vert Corner (M),18.540657,73.784848,Pashan-Mont-Vert Corner (M),Active
"Pashan - Mont-Vert corner, link road, near (Honda service station) (M)",18.5447,73.7801,Pashan-Mont-Vert Corner (M),Active
Pashan - NCL Colony (M),18.539732,73.814693,Pashan - NCL Colony (M),Active
Pashan-Circle Gol Market (M),18.5375,73.7962,Pashan-Circle Gol Market (M),Active
Bus - Patrakar Nagar,18.5254009,73.8296319,Pashan-Circle Gol Market (M),Active
Bus - Vetal Chowk,18.5290225,73.8299001,Pashan-Circle Gol Market (M),Active
Bus - Chaturshrungi,18.5393474,73.8297928,Pashan-Circle Gol Market (M),Active
Bus - Panchavati Corner,18.5390829,73.8094188,Pashan-Circle Gol Market (M),Active
Bus - Paud Phata,18.5059111,73.8252384,Paud RD-Anand NGR Entrance (L),Active
Bus - Anand Nagar (Paud Road),18.5096042,73.8144667,Paud RD-Anand NGR Entrance (L),Active
Paud RD-Anand NGR Entrance (L),18.5096,73.8141,Paud RD-Anand NGR Entrance (L),Active
Paud RD-Ishanya Apartments (L),18.5083,73.7902,Paud RD-Ishanya Apartments (L),Active
Paud RD-Krishna Hospital (L),18.5095,73.812699,Paud RD-Krishna Hospital (L),Active
Paud Road - More Vidyalaya (L),18.5102,73.8204,Paud Road - More Vidyalaya (L),Active
Bus - SNDT,18.5069387,73.8279743,Paud Road - SNDT Bus Stop (L),Active
Bus - Law College,18.5154744,73.8288111,Paud Road - SNDT Bus Stop (L),Active
Bus - Symbiosis College,18.5223287,73.8292993,Paud Road - SNDT Bus Stop (L),Active
Bus - CDSS,18.502442,73.828629,Paud Road - SNDT Bus Stop (L),Active
Paud Road - SNDT Bus Stop (L),18.5073,73.8283,Paud Road - SNDT Bus Stop (L),Active
Paud RD-Union BankOfIndia (L),18.5075,73.8074,Paud RD-Union BankOfIndia (L),Active
Bus - Gandhi Lawns,18.5006332,73.8245303,Paud Road - Vanaz Corner (L),Active
Bus - Karishma,18.504212,73.8212151,Paud Road - Vanaz Corner (L),Active
Bus - Wonder Futura,18.498342,73.789206,Paud Road - Vanaz Corner (L),Active
Bus - Vanaz,18.5073965,73.8076753,Paud Road - Vanaz Corner (L),Active
Bus - Shastri Nagar Police Chowky,18.5069234,73.802901,Paud Road - Vanaz Corner (L),Active
Bus - Kothrud Depot,18.5078925,73.7947632,Paud Road - Vanaz Corner (L),Active
Bus - Westend Village (Paud Road),18.5083401,73.7903,Paud Road - Vanaz Corner (L),Active
Paud Road - Vanaz Corner (L),18.5077,73.8081,Paud Road - Vanaz Corner (L),Active
Pimple Gurav-Main bus stop (S),18.593,73.8187,Pimple Gurav-Main bus stop (S),Active
Bus - Pimple Gurav Bus Stand,18.5934898,73.8190532,Pimple Gurav-Main bus stop (S),Active
Bus - Kalpataru Estate,18.602334,73.81716,Pimple Gurav-Main bus stop (S),Active
Bus - Srushti Chowk,18.5969065,73.8172079,Pimple Gurav-Srushti Hotel (S),Active
Pimple Gurav-Srushti Hotel (S),18.5969,73.8171,Pimple Gurav-Srushti Hotel (S),Active
Bus - Sudarshan Nagar,18.599333,73.812056,Pimple Gurav-Srushti Hotel (S),Active
Pimple Nilakh-PMT Bus Stop (S),18.5722,73.794,Pimple Nilakh-PMT Bus Stop (S),Active
Bus - Rakshak Chowk,18.5822936,73.7975741,Pimple Nilakh-PMT Bus Stop (S),Active
Bus - Hotel Swaraj Garden,18.5994385,73.8077021,pimpleSaudagar-GovindGarden(S),Active
Bus - Ganeesham,18.597598,73.8052345,pimpleSaudagar-GovindGarden(S),Active
Bus - Govind Garden Chowk,18.597433,73.802397,pimpleSaudagar-GovindGarden(S),Active
Bus - Jagtap Dairy,18.592338,73.785340,pimpleSaudagar-GovindGarden(S),Active
Bus - Tushar Gardens,18.594944,73.8039792,pimpleSaudagar-GovindGarden(S),Active
Bus - Hotel Govind Garden,18.5955236,73.8022626,pimpleSaudagar-GovindGarden(S),Active
Bus - Ganesham Society,18.597598,73.805234,pimpleSaudagar-GovindGarden(S),Active
pimpleSaudagar-GovindGarden(S),18.5958,73.8021,pimpleSaudagar-GovindGarden(S),Active
PimpleSaudagar-Kate Pump(S),18.5925,73.8035,PimpleSaudagar-Kate Pump(S),Active
"Bus - IOCL Petrol Pump, Rahatani",18.6007401,73.8027991,PimpleSaudagar-Kate Pump(S),Active
Bus - Kate Pimple Bridge,18.6007401,73.8027991,PimpleSaudagar-Kate Pump(S),Active
Bus - Shiv Mandir,18.6019196,73.7992371,PimpleSaudagar-Kate Pump(S),Active
Bus - Rahatani Chowk,18.6027941,73.7961257,PimpleSaudagar-Kate Pump(S),Active
Bus - Vasant Avenue,18.6014518,73.7948061,PimpleSaudagar-Kate Pump(S),Active
Bus - Sindhu Park,18.5997537,73.7929714,PimpleSaudagar-Kate Pump(S),Active
Bus - Tushar Residency,18.5961337,73.7890447,PimpleSaudagar-Kate Pump(S),Active
Bus - Konkane chowk,18.5972685729,73.7903610447,Pimple Saudagar-KonkaneChwk(S),Active
Bus - Nisarg Nirman,18.597150,73.790523,Pimple Saudagar-KonkaneChwk(S),Active
Pimple Saudagar-KonkaneChwk(S),18.59714,73.790426,Pimple Saudagar-KonkaneChwk(S),Active
Pimple Saudagar - Kunal Ikon-Dwarka diesh Sales office (S),18.5941,73.7916,Pimple Saudagar-Kunal Ikon (S),Active
Pimple Saudagar-Kunal Ikon (S),18.5941,73.7916,Pimple Saudagar-Kunal Ikon (S),Active
Bus - Deepmala,18.5972828,73.7902785,Pimple Saudagar-Kunal Ikon (S),Active
Bus - Hotel Shivar Garden,18.5953202,73.7881971,Pimple Saudagar-Kunal Ikon (S),Active
Bus - Kunal Icon,18.5935508,73.794613,Pimple Saudagar-Kunal Ikon (S),Active
Bus - Roseland,18.5935508,73.794613,Pimple Saudagar-Kunal Ikon (S),Active
Bus - Rajveer Palace,18.5931848,73.7984217,Pimple Saudagar-Kunal Ikon (S),Active
Bus - Lakshwadeep palace,18.5930627,73.7998915,Pimple Saudagar-Kunal Ikon (S),Active
Bus - Sai Ram Petrol Pump,18.5925746,73.8038827,Pimple Saudagar-Kunal Ikon (S),Active
PimpleSaudagar-PlanetMille(S),18.593,73.8006,PimpleSaudagar-PlanetMille(S),Active
PimpleSaudagar-RajGardenHallS),18.5911,73.8038,PimpleSaudagar-RajGardenHallS),Active
Pimpri - Ambedkar Chowk (M),18.626327,73.805625,Pimpri - Ambedkar Chowk (M),Active
Bus - Kharalwadi Bus Stop,18.623681,73.808156,Pimpri - Ambedkar Chowk (M),Active
Pimpri-Ashok theatre Chowk (S),18.6149,73.804100,Pimpri-Ashok theatre Chowk (S),Active
Pimpri - Deluxe chowk (S),18.6202,73.8014,Pimpri - Deluxe chowk (S),Active
Pimpri-Nav Maha College (S),18.611197,73.802051,Pimpri-Nav Maha College (S),Active
Bus - Pimpri Nav Maharashtra,18.611820,73.803918,Pimpri-Nav Maha College (S),Active
Nehru NGR-SantoshiMataChowk(M),18.6298,73.8199,Nehru NGR-SantoshiMataChowk(M),Active
Bus - Pimpri Chowk,18.6261795,73.8055993,Nehru NGR-SantoshiMataChowk(M),Active
Bus - Pimpri Station,18.6240241,73.8002349,Nehru NGR-SantoshiMataChowk(M),Active
Bus - Pimpri Deluxe Theatre,18.619463,73.800862,Nehru NGR-SantoshiMataChowk(M),Active
Pimpri - Nehru Nagar-Santoshi mata chowk (M),18.6298,73.819899,Nehru NGR-SantoshiMataChowk(M),Active
Pimpri - PCMC Main Bulding (S),18.6096,73.8007,Pimpri - PCMC Main Bulding (M),Active
Pimpri - PCMC Main Bulding (M),18.628169,73.804418,Pimpri - PCMC Main Bulding (M),Active
Pimpri - Sai Chowk (S),18.6202,73.8038,Pimpri - Sai Chowk (S),Active
Pimpri - Sant Tukaram Nagar-fire brigade (M),18.6226,73.818,Pimpri-ST NGR-Fire Brigade (M),Active
Bus - Sant Tukaram Nagar,18.6229057,73.8181949,Pimpri-ST NGR-Fire Brigade (M),Active
Bus - Nehru Nagar,18.6296972,73.8195253,Pimpri-ST NGR-Fire Brigade (M),Active
Bus - Zero Boyz Chowk,18.6327777,73.8198686,Pimpri-ST NGR-Fire Brigade (M),Active
Pimpri-ST NGR-Fire Brigade (M),18.6226,73.818,Pimpri-ST NGR-Fire Brigade (M),Active
Pimpri - Shagun chowk (S),18.6222,73.8019,Pimpri - Shagun Chowk (S),Active
Pimpri - Tapovan Mandir (S),18.6153,73.8008,Pimpri - Tapovan mandir (S),Active
"Bus - Big India Chowk, Nigdi",18.656230,73.765229,Pradhikaran-AppuGharCorner (M),Active
Pradhikaran-AppuGharCorner (M),18.666,73.7642,Pradhikaran-AppuGharCorner (M),Active
Pradhikaran - Bhel Chowk (S),18.6559,73.7712,Pradhikaran - Bhel Chowk (S),Active
Bus - Lokmanya Hospital (Nigdi),18.6557524,73.7734879,Pradhikaran - Bhel Chowk (S),Active
Bus - Nigdi Junction (Flyover),18.6590459,73.7773824,Pradhikaran - Bhel Chowk (S),Active
Bus - Yamuna Nagar Corner,18.6641384,73.7865341,Pradhikaran - Bhel Chowk (S),Active
Bus - Yamuna Nagar,18.6640978,73.7729193,Pradhikaran - Bhel Chowk (S),Active
Pradhikaran - Nigdi Big India (M),18.6562,73.7653,Pradhikaran-NigdiBig India (S),Active
Pradhikaran-NigdiBig India (S),18.656096,73.765347,Pradhikaran-NigdiBig India (S),Active
Pradhikaran-Sambhaji Chowk (S),18.6491,73.7706,Pradhikaran-Sambhaji Chowk (S),Active
Pulgate-Pulgate Petrol Pump(L),18.5063,73.884,Pulgate-Pulgate Petrol Pump(L),Active
Bus - Pulgate,18.5049878,73.8822944,Pulgate-Pulgate Petrol Pump(L),Active
Bus - Punawala bridge Under Pass,18.634614,73.741016,Punawale-LotusBusinesSchool(M),Active
Punawale-LotusBusinesSchool(M),18.634170,73.740615,Punawale-LotusBusinesSchool(M),Active
Punawale-Sai Petrol Pump (M),18.6394,73.7384,Punawale-Sai Petrol Pump (M),Active
Bus - DSK Kunjaban (kateVasti),18.621063,73.735591,Punawale-Sai Petrol Pump (M),Active
Bus - Pyramid Residency,18.621948,73.731267,Punawale-Sai Petrol Pump (M),Active
Bus - Koyte Vasti,18.631088,73.737865,Punawale-Sai Petrol Pump (M),Active
Bus - Siddhashila Eira,18.63399,73.733762,Punawale-Sai Petrol Pump (M),Active
Bus - Vidhane Farm,18.63865,73.722002,Punawale-Sai Petrol Pump (M),Active
Pune Station-Coconut Grove (L),18.5256,73.8672,Pune Station-Coconut Grove (L),Active
Bus - Juna Bazaar Chowk,18.527829,73.863381,Pune Station-RTO Bus Stop (L),Active
Bus - RTO,18.529561,73.863191,Pune Station-RTO Bus Stop (L),Active
Pune Station-RTO Bus Stop (L),18.5303,73.8643,Pune Station-RTO Bus Stop (L),Active
Pune station-Sadhu Vaswani (L),18.5249,73.8767,Pune station-Sadhu Vaswani (L),Active
Bus - B J Medical College Ground,18.519602,73.875401,Pune Station-AmbedkarBhavan(L),Active
Bus - Sasoon Hospital,18.524055,73.870047,Pune Station-AmbedkarBhavan(L),Active
Bus - Maldhakka,18.525502,73.867472,Pune Station-AmbedkarBhavan(L),Active
Pune Station-AmbedkarBhavan(L),18.5257,73.8722,Pune Station-AmbedkarBhavan(L),Active
Pune Station - Sohrab Hall (L),18.5308,73.8756,Pune Station - Sohrab Hall (L),Active
Bus - Pune Station - Sohrab Hall,18.53055,73.87555,Pune Station - Sohrab Hall (L),Active
Bus - Hotel Sheraton Grand,18.52959,73.87136,Pune Station - Sohrab Hall (L),Active
Rahatni - Hotel Sitara (S),18.6047,73.7871,Rahatni - Hotel Sitara (S),Active
Rakshak Chowk-Rakshak Chowk(S),18.5827,73.7972,Rakshak Chowk-Rakshak Chowk(S),Active
Rakshak Chowk - Rakshak Society (S),18.582,73.7977,Rakshak Chowk-Rakshak Chowk(S),Active
Rasta Peth - Mseb Building (L),18.51948,73.868298,Rasta Peth - Mseb Building (L),Active
Rasta Peth  - MSEB building (L),18.519606,73.868101,Rasta Peth - Mseb Building (L),Active
Ravet - Lotus Shoppe Ravet (S),18.643353,73.753357,Ravet - Lotus Shoppe Ravet (S),Active
Bus - Mangal Kalash Road,18.649437,73.754262,Ravet - Lotus Shoppe Ravet (S),Active
Ravet - Nano Homes (S),18.643155,73.750657,Ravet - Nano Homes (S),Active
Bus - Dy Patil College,18.646124,73.758620,Ravet - Nano Homes (S),Active
Ravet- Nano Homes (S),18.643117,73.750729,Ravet - Nano Homes (S),Active
Bus - Ankush Chowk,18.666437,73.776482,Rupe NGR-TriveniNagarCorner(M),Active
Bus - Triveni Nagar,18.6681839,73.7856007,Rupe NGR-TriveniNagarCorner(M),Active
Rupe NGR-TriveniNagarCorner(M),18.668165,73.785446,Rupe NGR-TriveniNagarCorner(M),Active
Bus - Bhikardas Maruti,18.5082613,73.8536806,Sadashiv Peth-Alka talkies(L),Active
Bus - Appa Balwant Chowk,18.5164892,73.8538147,Sadashiv Peth-Alka talkies(L),Active
Sadashiv Peth-Alka talkies(L),18.5131,73.843799,Sadashiv Peth-Alka talkies(L),Active
Sadashiv Peth-S P College (L),18.5082,73.8497,Sadashiv Peth-S P College (L),Active
SalunkeVihar-Telephone Exch(L),18.4798,73.9017,SalunkeVihar-Telephone Exch(L),Active
Bus - Oxford Village,18.4835394,73.9006514,SalunkeVihar-Telephone Exch(L),Active
Sangamwadi -Bus Stop (L),18.537453,73.863276,Sangamwadi - Bus Stop (L),Active
Sangamwadi - Bus Stop (L),18.539369,73.864665,Sangamwadi - Bus Stop (L),Active
Bus - Sangamwadi Bridge Corner,18.531896,73.853624,Sangamwadi - Bus Stop (L),Active
Bus - Sangavi Phata,18.5737001,73.8064361,Sangvi phata-Sangvi phata (S),Active
Sangvi phata-Sangvi phata (S),18.5738,73.8069,Sangvi phata-Sangvi phata (S),Active
SB Road - Opp Hotel Sahara (L),18.537,73.8304,SB Road - Opp Hotel Sahara (L),Active
SB Road-Symbiosys SBI Bank (L),18.5218,73.8293,SB Road-Symbiosys SBI Bank (L),Active
Shakarnagar - Bhapkar Petrol Pump (L),18.4887,73.8572,SahkarNGR-Bhapkar Pump(L),Active
SahkarNGR-Bhapkar Pump(L),18.489711,73.857707,SahkarNGR-Bhapkar Pump(L),Active
Bus - Sarang Society,18.489759,73.849820,SahkarNGR-GajananMandir(L),Active
Bus - Gajanan Maharaj math Sahakar Nagar,18.4925,73.8498,SahkarNGR-GajananMandir(L),Active
SahkarNGR-GajananMandir(L),18.492552,73.849836,SahkarNGR-GajananMandir(L),Active
Shakarnagar - Gajanan Maharaj Mandir Chowk (L),18.4925,73.8498,SahkarNGR-GajananMandir(L),Active
Shakarnagar - Mitramandal Chouk (L),18.4973,73.8541,SahkarNGR-MitramandalChouk(L),Active
SahkarNGR-MitramandalChouk(L),18.497384,73.854089,SahkarNGR-MitramandalChouk(L),Active
Bus - Mitramandal Chowk,18.497269,73.854051,SahkarNGR-MitramandalChouk(L),Active
SahkarNGR-Rawat Brothers (L),18.480969,73.856938,SahkarNGR-Rawat Brothers (L),Active
Shakarnagar - Rawat Brothers (L),18.480969,73.856938,SahkarNGR-Rawat Brothers (L),Active
SahkarNGR-Vivekanand Chowk(L),18.477056,73.857124,SahkarNGR-Vivekanand Chowk(L),Active
Bus - Vinkar Sabhagruh,18.474462,73.853389,SahkarNGR-Vivekanand Chowk(L),Active
Bus - Date Stop,18.479889,73.850414,SahkarNGR-Vivekanand Chowk(L),Active
Bus - Gandhi training College,18.485482,73.849955,SahkarNGR-Vivekanand Chowk(L),Active
Shakarnagar - Vivekanand Chowk (L),18.4745,73.8563,SahkarNGR-Vivekanand Chowk(L),Active
ShaniwarPeth-PrabhatTalkies(L),18.5167,73.8541,ShaniwarPeth-PrabhatTalkies(L),Active
Shaniwarwada-Maha House(L),18.5197,73.8545,Shaniwarwada-Maha House(L),Active
Bus - Shaniwar Wada,18.519999,73.8545335,Shaniwarwada-Maha House(L),Active
Deccan-Hotel Savera (L),18.5229,73.8411,Deccan-Hotel Savera (L),Active
Shivaji Nagar - Deccan-Hotel Savera (L),18.5229,73.8411,Deccan-Hotel Savera (L),Active
Shivaji NGR-E Square (L),18.537299,73.835421,Shivaji NGR-E Square (L),Active
Shivaji Nagar - E Square-Petrol Pump (L),18.5389,73.8338,Shivaji NGR-E Square (L),Active
Bus - Mhasoba gate,18.5314232,73.8445772,Shivaji NGR-E Square (L),Active
Bus - Model Colony Chowk,18.5345258,73.8391483,Shivaji NGR-E Square (L),Active
Bus - E Square,18.5375266,73.835522,Shivaji NGR-E Square (L),Active
Bus - Fergusson College,18.5269472,73.842249,Shivaji NGR-FC main gate (L),Active
Bus - Dnyaneshwar Paduka Chowk,18.526937,73.8423026,Shivaji NGR-FC main gate (L),Active
Shivaji NGR-FC main gate (L),18.5228,73.8409,Shivaji NGR-FC main gate (L),Active
Bus - Engineering College,18.529923,73.856029,Shivaji NGR-HardikarHospita(L),Active
Shivaji NGR-HardikarHospita(L),18.5306,73.8473,Shivaji NGR-HardikarHospita(L),Active
Shivaji NGR-Kamgar Putala (L),18.528138,73.857582,Shivaji NGR-Kamgar Putala (L),Active
Shivaji NGR-Central Mall (L),18.5348,73.8387,Shivaji NGR-Central Mall (L),Active
Shivaji Nagar - Model Colony-Pune Central mall (L),18.5348,73.8387,Shivaji NGR-Central Mall (L),Active
Shivaji NGR-Post Office (L),18.5303,73.8492,Shivaji NGR-Post Office (L),Active
Shivaji Nagar - Telephone Exhange-Post Office (L),18.5303,73.8492,Shivaji NGR-Post Office (L),Active
Bus-Deshmukhwadi Stop,18.466884,73.779376,Shivane - Shivne bus stop (L),Active
Shivane - Shivne bus stop (L),18.466522,73.783163,Shivane - Shivne bus stop (L),Active
Shukrawar Peth-Hotel Ganraj(L),18.509168,73.853865,Shukrawar Peth-Hotel Ganraj(L),Active
Shukrawar Peth-Phule Mandai(L),18.5134,73.8561,Shukrawar Peth-Phule Mandai(L),Active
Bus - Anand Nagar (Sinhagad Road),18.478400,73.824081,Sinhgad RD-Santosh Hall (L),Active
Bus - Lokmat Office,18.457856,73.806633,Sinhgad RD-Santosh Hall (L),Active
Sinhgad RD-Santosh Hall (L),18.4777,73.8235,Sinhgad RD-Santosh Hall (L),Active
Bus - Sun City,18.47514,73.81593,Sinhgad RD-Santosh Hall (L),Active
Sinhgad Road - Anand Nagar-Santosh Hall (L),18.4777,73.8235,Sinhgad RD-Santosh Hall (L),Active
Sinhgad RD-Hotel Vishwas (L),18.4634,73.8191,Sinhgad RD-Hotel Vishwas (L),Active
"Sinhgad Road - Before bridge, Hotel Vishwas (L)",18.4634,73.8191,Sinhgad RD-Hotel Vishwas (L),Active
Bus - Manik baug,18.4732772,73.8215906,Sinhgad RD-Manik Baug (L),Active
Sinhgad RD-Manik Baug (L),18.4727,73.8215,Sinhgad RD-Manik Baug (L),Active
Sinhgad Road - Manik Baug-Pushpak Mangal Karyalay (L),18.4727,73.8215,Sinhgad RD-Manik Baug (L),Active
Sinhgad RD-NirmiteeShowroom(L),18.4987,73.8419,Sinhgad RD-NirmiteeShowroom(L),Active
Sinhgad RD-Suncity corner (L),18.4753,73.8162,Sinhgad RD-Suncity corner (L),Active
Bus - Vitthalwadi,18.4837938,73.827588,Sinhagad RD-VitthalWadi SBI(L),Active
Bus - Ganesh Mala,18.4961056,73.8384563,Sinhagad RD-VitthalWadi SBI(L),Active
